carat,cut,color,clarity,depth,table,x,y,z,price,volume
0.41,Premium,E,SI1,61.3,58.0,4.76,4.8,2.93,755,66.94464
1.01,Very Good,G,VS2,63.1,57.0,6.39,6.35,4.02,5939,163.11752999999996
0.7,Premium,E,SI1,60.0,62.0,5.79,5.75,3.46,2444,115.19205
0.32,Ideal,G,VVS2,61.3,56.0,4.43,4.44,2.72,730,53.500224
0.91,Premium,E,SI2,61.6,60.0,6.14,6.1,3.77,3846,141.20157999999998
1.7,Ideal,H,VS1,62.4,55.0,7.61,7.69,4.77,13823,279.144693
1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948,187.07882599999996
0.5,Premium,G,VVS1,61.3,57.0,5.15,5.07,3.13,1987,81.725865
0.33,Ideal,G,IF,62.2,56.0,4.45,4.43,2.76,1052,54.409259999999996
1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885,157.913712
2.01,Good,H,SI2,63.7,59.0,7.89,7.84,5.01,12423,309.906576
0.3,Very Good,E,VVS2,61.1,62.0,4.28,4.33,2.63,622,48.74021200000001
0.31,Premium,E,VS1,60.5,59.0,4.36,4.37,2.64,734,50.300448
0.41,Ideal,D,VS2,62.4,55.0,4.79,4.76,2.98,1076,67.945192
0.75,Premium,D,SI1,62.8,60.0,5.78,5.74,3.62,2903,120.101464
1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,7451,188.085329
0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,818,66.297432
1.5,Very Good,E,VS2,62.9,56.0,7.31,7.22,4.57,13892,241.19637400000002
0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960,113.63840400000001
1.03,Ideal,J,SI1,61.9,56.0,6.45,6.5,4.01,3921,168.11925000000002
0.3,Ideal,F,VS1,61.5,55.0,4.31,4.34,2.66,612,49.756364
0.4,Ideal,H,IF,62.7,57.0,4.7,4.68,2.94,1238,64.66824
0.9,Premium,D,SI1,62.4,61.0,6.17,6.13,3.84,4612,145.236864
0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32,1654,92.2047
0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050,65.43096
2.01,Premium,I,VS2,59.5,60.0,8.26,8.21,4.9,13003,332.29154
0.76,Very Good,F,VVS1,62.1,57.0,5.8,5.83,3.61,4504,122.06854
1.55,Very Good,F,VS1,61.6,56.0,7.38,7.45,4.57,15658,251.26317000000003
0.35,Premium,D,SI1,61.0,60.0,4.58,4.54,2.78,827,57.80509599999999
2.02,Very Good,J,VS2,59.3,60.0,8.28,8.34,4.93,13693,340.442136
0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,565,50.175296
0.32,Ideal,F,VS2,61.4,57.0,4.4,4.43,2.71,660,52.82332
1.02,Very Good,F,SI1,63.5,57.0,6.4,6.35,4.05,4678,164.59199999999998
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9322,248.14790000000002
0.78,Very Good,J,SI1,58.0,61.0,6.07,6.13,3.54,2164,131.720214
1.03,Ideal,F,SI2,62.3,56.0,6.51,6.43,4.03,4268,168.692979
1.52,Premium,F,SI2,62.3,59.0,7.37,7.33,4.58,8342,247.421218
0.82,Premium,H,VS2,62.6,59.0,5.99,5.93,3.73,2939,132.492211
0.53,Premium,G,SI1,61.3,58.0,5.21,5.16,3.18,1363,85.48984800000001
0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500,45.31904000000001
1.01,Very Good,E,VVS1,62.3,56.0,6.41,6.47,4.01,10704,166.30552699999998
0.31,Ideal,E,SI1,61.8,53.9,4.32,4.35,2.68,542,50.362559999999995
0.5,Premium,F,SI1,59.1,58.0,5.23,5.19,3.08,1286,83.602596
1.09,Premium,D,SI2,62.8,56.0,6.49,6.45,4.06,4538,169.95363
0.3,Ideal,F,IF,62.1,55.0,4.32,4.35,2.69,886,50.55047999999999
1.08,Ideal,E,VVS2,61.8,56.0,6.55,6.59,4.06,10313,175.24786999999998
0.4,Ideal,E,VS1,59.2,62.0,4.8,4.83,2.85,1180,66.07440000000001
0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,432,49.20748
0.29,Very Good,G,VS2,61.7,56.0,4.27,4.3,2.64,471,48.47304
2.31,Premium,H,SI2,62.1,58.0,8.55,8.47,5.29,12269,383.09386500000005
1.06,Ideal,I,VS2,61.6,57.0,6.53,6.58,4.04,5748,173.588296
1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92,4718,165.618432
0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,852,58.42973500000001
0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367,67.29188400000001
0.39,Ideal,D,VS1,62.0,57.0,4.71,4.67,2.91,1170,64.007487
0.33,Ideal,H,IF,61.4,54.0,4.47,4.49,2.75,838,55.193325
0.44,Ideal,I,VS1,61.8,55.0,4.89,4.92,3.03,807,72.898164
0.52,Ideal,E,VVS2,61.3,56.0,5.18,5.2,3.18,2675,85.65648
0.3,Ideal,H,VS2,62.4,55.0,4.28,4.31,2.68,491,49.437424
1.21,Premium,F,VS2,61.6,58.0,6.88,6.79,4.21,8660,196.670992
0.41,Premium,E,VVS1,62.9,59.0,4.76,4.72,2.98,1431,66.95225599999999
0.55,Ideal,F,VS1,61.5,56.0,5.26,5.3,3.25,1896,90.60349999999998
0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725,135.710064
0.31,Premium,D,VS2,62.5,52.0,4.4,4.37,2.74,816,52.684720000000006
0.31,Ideal,I,IF,61.3,57.0,4.34,4.4,2.68,652,51.17728
0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,4155,143.48951999999997
1.1,Very Good,I,VS2,61.8,58.0,6.59,6.62,4.08,5524,177.99326399999998
0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026,115.291918
0.35,Ideal,E,VS1,61.6,55.1,4.54,4.58,2.81,771,58.428892
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1333,80.48000000000002
0.54,Ideal,E,SI1,61.5,56.0,5.31,5.26,3.25,1594,90.77445
0.35,Ideal,D,VS2,61.3,56.0,4.56,4.54,2.79,1063,57.75969599999999
0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,2812,114.20323199999999
1.02,Fair,G,SI1,64.5,56.0,6.3,6.23,4.04,4044,158.56596000000002
1.0,Very Good,G,VS2,60.8,55.0,6.46,6.49,3.94,6296,165.186076
0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,877,51.92535899999999
0.5,Fair,H,SI1,64.9,54.0,5.01,4.98,3.24,1094,80.83735200000001
1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,6517,163.6479
0.46,Ideal,F,VS1,62.7,56.0,4.91,4.94,3.09,1418,74.949186
0.41,Ideal,F,VS1,62.5,57.0,4.76,4.75,2.97,1076,67.1517
0.34,Premium,H,VS2,60.2,60.0,4.51,4.56,2.73,537,56.14408799999999
0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,578,51.350336000000006
0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995,111.640176
0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957,89.64172800000001
1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95,4749,163.5616
0.41,Premium,D,VVS2,62.2,58.0,4.78,4.8,2.98,1105,68.37312
1.12,Ideal,G,VVS2,61.5,57.0,6.65,6.67,4.1,10305,181.85754999999997
0.34,Ideal,D,VS2,61.4,55.0,4.51,4.54,2.78,967,56.921611999999996
0.92,Good,D,SI1,63.6,57.0,6.09,6.14,3.89,4158,145.457214
0.74,Ideal,E,SI1,62.3,58.0,5.74,5.78,3.59,2872,119.10614799999999
0.53,Premium,D,VS1,60.0,61.0,5.3,5.26,3.17,2147,88.37325999999999
0.52,Ideal,F,IF,60.6,57.0,5.22,5.21,3.16,2598,85.93999199999999
0.5,Premium,D,VS2,61.8,59.0,5.09,5.04,3.11,1614,79.782696
1.11,Ideal,E,SI2,61.2,57.0,6.7,6.74,4.11,4969,185.59938000000002
2.04,Very Good,J,SI2,63.4,55.0,8.07,8.04,5.11,9482,331.55110799999994
0.71,Ideal,F,VS1,62.1,57.0,5.73,5.76,3.57,3066,117.82713600000001
0.91,Very Good,F,SI1,63.5,58.0,6.15,6.1,3.89,3195,145.93335000000002
1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45,7822,245.98977
0.31,Ideal,E,VVS2,59.7,61.0,4.4,4.41,2.63,755,51.032520000000005
0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75,433,55.193325
0.71,Premium,E,VS2,59.0,59.0,5.88,5.78,3.44,2735,116.913216
0.54,Very Good,E,SI2,62.4,57.7,5.19,5.2,3.25,1278,87.71100000000001
0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,5484,144.858643
0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7,462,50.3874
1.51,Fair,D,VS2,66.0,57.0,7.17,7.08,4.7,15152,238.58892
0.41,Ideal,F,VS1,61.8,56.0,4.75,4.79,2.95,1007,67.11987500000001
0.79,Very Good,D,SI1,59.7,57.0,5.96,5.99,3.57,3432,127.450428
1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,5055,186.99417
0.9,Fair,D,SI2,64.6,59.0,6.04,6.01,3.89,3847,141.208556
2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96,14558,314.27304
0.9,Premium,G,I1,62.3,53.0,6.16,6.12,3.82,1939,144.01094400000002
0.91,Premium,F,SI2,59.1,60.0,6.36,6.3,3.74,3845,149.85432
2.01,Very Good,E,SI2,61.8,60.0,8.2,8.24,4.84,17024,327.02912
0.23,Ideal,G,VVS1,61.9,58.0,3.93,3.96,2.44,536,37.973232
1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9474,262.115035
0.9,Premium,F,VS1,59.0,58.0,6.33,6.29,3.72,4687,148.114404
0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,736,48.65664999999999
2.0,Premium,G,SI2,60.8,55.0,8.09,7.95,4.88,13007,313.85964
0.33,Very Good,D,SI2,60.7,56.0,4.43,4.46,2.7,492,53.34606
0.53,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22,1721,86.56648000000001
0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,921,68.570766
2.01,Good,E,SI2,63.1,58.0,7.89,8.01,5.02,15255,317.25847799999997
0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1656,84.013056
0.73,Ideal,I,VS2,62.1,54.0,5.79,5.8,3.6,2327,120.8952
0.9,Very Good,G,SI2,62.1,58.0,6.08,6.13,3.79,3303,141.254816
0.3,Very Good,E,VVS1,63.5,57.0,4.27,4.23,2.7,995,48.76767
0.31,Ideal,D,VS2,60.7,57.0,4.37,4.4,2.66,803,51.146480000000004
1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576,236.728998
1.21,Premium,J,VVS1,61.3,59.0,6.81,6.86,4.19,5893,195.742554
0.4,Ideal,I,VS1,61.5,59.0,4.72,4.75,2.91,736,65.2422
0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922,114.286221
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4899,161.32340399999998
0.32,Ideal,E,VS2,61.9,55.0,4.42,4.43,2.74,702,53.65084399999999
0.52,Ideal,G,VS1,61.3,56.0,5.17,5.2,3.18,1576,85.49112000000001
2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35,16826,394.3003499999999
0.94,Premium,H,VS2,60.1,59.0,6.32,6.35,3.81,4629,152.90292
1.21,Good,E,I1,63.3,63.0,6.67,6.72,4.24,3726,190.046976
0.72,Very Good,D,VS2,61.8,58.0,5.73,5.76,3.55,3075,117.16704
1.01,Good,H,SI1,60.3,64.0,6.49,6.52,3.92,4242,165.87401599999998
0.35,Premium,E,SI2,59.9,61.0,4.59,4.56,2.74,672,57.349296
0.25,Very Good,F,VS1,62.1,58.0,4.0,4.05,2.5,436,40.5
0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815,86.02752000000001
0.58,Premium,G,VVS2,59.7,59.0,5.45,5.4,3.24,2095,95.35320000000002
0.53,Ideal,D,VS2,60.8,56.0,5.24,5.27,3.2,2067,88.36736
0.31,Ideal,E,VS2,61.7,55.0,4.35,4.37,2.69,642,51.135555
0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,4780,143.82335999999998
0.72,Ideal,I,VVS2,61.7,55.0,5.71,5.76,3.54,2530,116.429184
1.52,Very Good,G,VS2,61.9,56.0,7.28,7.39,4.54,13161,244.248368
0.32,Ideal,D,VS2,60.5,56.0,4.48,4.45,2.7,972,53.82720000000001
1.0,Premium,H,SI1,61.8,59.0,6.4,6.35,3.94,4150,160.1216
2.02,Premium,J,SI2,62.7,60.0,7.98,8.1,5.04,11463,325.77552000000003
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842,53.74754500000001
0.9,Very Good,I,SI1,63.2,56.0,6.15,6.12,3.88,3120,146.03544000000002
0.32,Very Good,G,VS1,62.8,59.0,4.33,4.37,2.73,645,51.657333
1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791,197.78752000000003
1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689,174.7161
0.77,Very Good,I,VS2,63.4,58.0,5.81,5.74,3.66,2262,122.058804
1.5,Premium,G,VS2,60.5,59.0,7.39,7.35,4.46,13112,242.25159
0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,631,59.42142
0.7,Very Good,F,VS2,61.6,60.0,5.59,5.65,3.46,2737,109.27891
0.54,Very Good,E,SI2,63.4,56.0,5.18,5.14,3.27,1250,87.06440399999998
0.7,Very Good,G,SI2,59.0,62.0,5.79,5.81,3.42,2872,115.04845799999998
1.02,Very Good,E,VVS2,60.3,58.0,6.53,6.57,3.95,8745,169.46329500000002
1.5,Very Good,H,SI2,63.0,58.0,7.2,7.25,4.55,7888,237.51
0.38,Ideal,G,VS2,61.2,55.0,4.69,4.72,2.88,778,63.753984
0.35,Premium,E,VS2,61.4,58.0,4.55,4.51,2.78,853,57.046989999999994
1.12,Very Good,I,VS1,59.6,58.0,6.82,6.77,4.05,5036,186.99417
0.41,Ideal,D,VS1,61.3,54.0,4.83,4.8,2.95,1230,68.39280000000001
0.52,Ideal,G,IF,61.7,56.0,5.19,5.15,3.19,2387,85.26391500000001
0.31,Premium,J,VS1,60.7,60.0,4.39,4.34,2.65,523,50.48938999999999
0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517,124.307904
2.21,Ideal,G,SI2,60.2,60.0,8.38,8.47,5.07,18128,359.8615020000001
0.5,Good,F,VS2,58.8,64.0,5.21,5.16,3.05,1433,81.99498
0.9,Premium,F,SI2,60.1,59.0,6.31,6.24,3.77,3704,148.441488
1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,3799,174.327888
0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,394,49.52633399999999
0.55,Ideal,G,VS1,60.9,55.0,5.29,5.32,3.23,1786,90.901244
0.52,Premium,E,VS1,61.7,58.0,5.17,5.11,3.17,1819,83.747279
0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360,92.733984
0.71,Ideal,E,VS2,62.7,56.0,5.71,5.75,3.59,2891,117.86867500000001
0.55,Very Good,E,SI2,59.6,57.0,5.34,5.39,3.2,1145,92.10432
1.0,Ideal,F,SI1,61.5,57.0,6.41,6.46,3.96,5197,163.978056
0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,1838,82.416
1.02,Very Good,H,SI1,61.6,58.0,6.49,6.54,4.01,4727,170.202846
0.82,Premium,E,SI2,60.8,60.0,6.05,6.03,3.67,2824,133.887105
0.53,Ideal,H,VVS1,62.4,54.0,5.18,5.2,3.24,1743,87.27264000000001
2.38,Premium,J,VS2,62.6,59.0,8.52,8.49,5.32,16273,384.821136
0.25,Ideal,F,VS1,61.8,56.0,4.07,4.09,2.52,595,41.948676
0.71,Premium,G,VS2,59.8,56.0,5.89,5.81,3.5,2766,119.77314999999997
0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21,1240,88.811712
0.39,Very Good,F,VS1,57.1,61.0,4.86,4.91,2.79,1000,66.57665400000002
1.56,Good,I,SI1,64.0,57.0,7.32,7.28,4.67,6246,248.86243200000004
0.79,Very Good,E,VS1,62.2,55.0,5.95,6.01,3.72,3827,133.02534000000003
1.51,Fair,H,SI1,65.4,59.0,7.17,7.11,4.67,9386,238.07052900000002
1.03,Ideal,G,VS2,61.6,55.0,6.49,6.54,4.01,7064,170.202846
1.2,Premium,G,VS2,59.4,58.0,6.91,6.85,4.09,7258,193.59401499999998
0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1096,62.90770199999999
1.06,Ideal,F,VS2,61.0,57.0,6.57,6.6,4.02,7075,174.31524
0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2856,132.396093
0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.32,2.67,814,49.59792
1.05,Good,D,SI1,63.7,59.0,6.42,6.38,4.08,6174,167.115168
0.5,Very Good,G,VVS2,62.8,57.0,5.05,5.07,3.18,1764,81.41913000000001
0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,709,49.252956
2.01,Very Good,H,VS2,60.7,56.0,8.08,8.17,4.93,18561,325.44704799999994
1.08,Premium,G,VS2,62.4,57.0,6.56,6.49,4.07,6532,173.277808
0.72,Very Good,H,VS1,60.1,57.0,5.79,5.85,3.5,2594,118.55024999999999
0.91,Very Good,E,VS1,61.8,60.0,6.17,6.2,3.82,5530,146.13028
0.42,Very Good,G,SI1,62.9,54.0,4.79,4.81,3.02,737,69.58049799999999
1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33,6438,212.168268
1.01,Good,E,SI1,64.1,62.0,6.19,6.26,3.99,4399,154.610106
1.18,Ideal,E,VS1,62.4,54.0,6.74,6.79,4.22,9709,193.126612
1.01,Good,F,VVS2,63.6,60.0,6.31,6.36,4.03,6932,161.730348
0.31,Ideal,D,VS1,62.1,56.0,4.3,4.36,2.69,704,50.432120000000005
0.7,Very Good,F,VS1,62.2,58.0,5.64,5.75,3.54,2889,114.8022
1.0,Premium,E,SI2,62.9,61.0,6.3,6.23,3.94,3450,154.64106
1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,7203,193.69608000000002
1.5,Very Good,E,SI1,59.6,58.0,7.38,7.41,4.41,11586,241.164378
0.39,Very Good,I,VS2,60.2,61.0,4.74,4.79,2.87,696,65.16220200000001
0.33,Ideal,D,VS2,61.1,56.0,4.5,4.54,2.76,822,56.386799999999994
0.31,Ideal,H,VVS2,61.3,56.0,4.37,4.4,2.69,778,51.72332
0.82,Fair,H,SI1,64.9,58.0,5.82,5.77,3.76,3057,126.266064
1.2,Very Good,I,SI2,60.3,57.0,6.88,6.95,4.17,4514,199.39272
0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,529,52.39026
1.15,Premium,E,SI2,62.5,58.0,6.65,6.72,4.18,4250,186.79584
1.3,Ideal,H,VS2,62.8,56.0,7.03,6.93,4.38,8124,213.384402
0.32,Ideal,G,VVS1,61.8,54.0,4.41,4.43,2.73,814,53.334099
1.18,Ideal,G,SI2,60.5,55.0,6.9,6.85,4.16,5452,196.6224
1.05,Very Good,H,VS2,63.2,58.0,6.46,6.39,4.06,5292,167.59436399999996
1.47,Very Good,H,SI2,62.6,58.0,7.17,7.24,4.51,7438,234.117708
1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,6733,200.4036
1.03,Very Good,D,VVS2,62.7,58.0,6.39,6.43,4.02,11677,165.17255399999996
0.24,Premium,D,VS2,61.4,55.0,4.05,3.99,2.47,485,39.913965000000005
0.4,Good,I,SI1,63.2,54.0,4.67,4.69,2.96,596,64.830808
0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,465,50.47914
1.51,Ideal,E,SI1,62.2,56.0,7.31,7.36,4.56,13254,245.33529599999997
1.08,Ideal,I,VS2,61.9,57.0,6.54,6.61,4.07,5172,175.94365800000003
0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803,147.03727500000002
0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,1046,51.25256999999999
2.01,Good,H,SI1,63.2,58.0,7.93,7.98,5.03,15919,318.305442
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1180,90.23083199999998
0.7,Very Good,F,VS1,60.0,57.0,5.8,5.87,3.5,2767,119.161
0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2912,109.22239500000002
0.63,Ideal,H,VS2,62.1,54.0,5.51,5.54,3.43,1641,104.702122
0.31,Premium,F,VS2,61.4,62.0,4.34,4.32,2.66,802,49.871808
0.5,Ideal,G,VVS2,62.2,56.0,5.02,5.11,3.15,1760,80.80443
0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,918,52.778335999999996
1.36,Ideal,F,VVS1,61.3,57.0,7.13,7.23,4.4,15247,226.81956000000002
0.3,Premium,E,IF,60.1,60.0,4.32,4.3,2.59,1097,48.11184
0.25,Very Good,F,VVS2,59.4,57.0,4.1,4.12,2.44,575,41.21648
1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562,169.742391
1.02,Premium,F,SI2,62.5,58.0,6.47,6.4,4.02,3754,166.46015999999997
0.32,Ideal,E,SI2,61.8,55.0,4.36,4.41,2.72,449,52.29907200000001
0.7,Ideal,D,VS2,61.4,55.0,5.71,5.75,3.52,3360,115.5704
0.34,Ideal,D,SI1,62.3,57.0,4.48,4.44,2.78,803,55.29753600000001
0.41,Very Good,H,VVS2,61.3,54.0,4.75,4.87,2.95,839,68.240875
0.55,Premium,E,VS2,62.3,60.0,5.26,5.18,3.25,2030,88.5521
0.3,Ideal,H,VVS1,63.0,56.0,4.27,4.24,2.68,878,48.520863999999996
1.57,Premium,J,VS2,59.9,57.0,7.56,7.52,4.52,6629,256.96742399999994
1.54,Good,I,VS1,63.6,60.0,7.33,7.3,4.65,10349,248.81685000000002
0.54,Premium,H,VS1,61.3,58.0,5.25,5.22,3.21,1637,87.97004999999999
0.91,Ideal,E,SI2,61.1,58.0,6.25,6.29,3.83,3723,150.566875
1.5,Very Good,J,VS1,61.8,57.0,7.24,7.2,4.57,8896,238.22496
0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574,49.80489
0.52,Premium,G,VS2,62.1,58.0,5.18,5.15,3.21,1577,85.63316999999999
1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,5127,182.19010800000004
2.04,Ideal,G,SI1,61.9,58.0,8.12,8.16,5.04,18153,333.94636799999995
0.52,Ideal,E,VVS1,59.9,57.0,5.28,5.24,3.15,2467,87.15168
0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1804,88.349544
0.33,Ideal,E,VVS2,61.7,57.0,4.44,4.41,2.73,1114,53.454492
0.8,Good,E,SI2,61.4,59.0,5.94,6.01,3.67,2542,131.01679800000002
0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1041,58.044484
0.41,Ideal,H,VVS1,62.2,57.0,4.74,4.78,2.96,1043,67.065312
0.52,Very Good,I,VS1,61.5,56.3,5.16,5.19,3.18,1262,85.16167200000001
0.51,Very Good,E,SI1,62.3,58.0,5.05,5.12,3.17,1438,81.96351999999999
1.0,Good,G,VVS2,63.1,58.0,6.33,6.37,4.01,7453,161.691621
0.31,Ideal,I,VS2,62.0,54.0,4.37,4.4,2.72,452,52.300160000000005
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3669,144.33575399999998
2.01,Good,H,I1,61.7,63.0,7.91,7.94,4.89,7959,307.118406
0.9,Very Good,E,VS1,61.8,59.0,6.14,6.2,3.77,5151,143.51636
0.25,Very Good,D,VS1,63.0,59.0,3.97,4.0,2.51,436,39.858799999999995
1.51,Ideal,G,VS2,59.8,57.0,7.48,7.53,4.48,13214,252.33331200000003
0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719,47.32270200000001
0.32,Ideal,D,VS2,62.1,54.0,4.4,4.46,2.75,758,53.96600000000001
0.7,Ideal,E,VS2,62.8,57.0,5.71,5.62,3.56,2697,114.24111200000002
1.01,Ideal,H,SI1,62.3,55.0,6.46,6.45,4.02,5029,167.50134
1.0,Premium,E,VS2,61.8,62.0,6.47,6.44,3.99,6860,166.25053200000002
0.32,Ideal,H,VS2,61.2,55.0,4.41,4.45,2.71,523,53.182395
1.31,Very Good,I,SI2,59.6,60.0,7.09,7.17,4.25,5187,216.05002499999998
0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,1819,91.959392
0.81,Ideal,H,VVS2,62.0,57.0,5.93,5.97,3.69,3497,130.633749
0.95,Premium,F,SI1,62.9,59.0,6.24,6.13,3.89,4682,148.797168
0.32,Ideal,E,IF,61.1,58.0,4.42,4.45,2.71,1018,53.30299
0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999,119.70156
0.7,Fair,I,SI1,65.0,56.0,5.6,5.5,3.61,1720,111.18799999999999
0.5,Premium,E,SI1,59.9,58.0,5.18,5.17,3.1,1593,83.01986000000001
1.7,Very Good,I,VS1,60.6,59.0,7.64,7.67,4.64,11514,271.89843199999996
0.41,Premium,D,VVS1,61.6,58.0,4.78,4.74,2.93,1582,66.385596
0.36,Ideal,D,SI1,60.6,56.0,4.63,4.58,2.79,794,59.163066
1.17,Premium,G,VS1,60.6,60.0,6.81,6.79,4.12,7666,190.508388
0.3,Good,E,VVS2,63.0,58.0,4.27,4.34,2.71,622,50.22117799999999
0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205,85.068252
1.25,Good,J,SI1,63.6,57.0,6.86,6.81,4.35,5110,203.21721
0.34,Very Good,E,VS2,62.6,58.0,4.43,4.45,2.78,745,54.803529999999995
0.53,Ideal,D,VS2,61.4,55.0,5.21,5.25,3.21,1857,87.801525
0.4,Premium,F,VS1,61.5,59.0,4.76,4.71,2.91,1050,65.241036
0.33,Premium,E,VS2,60.7,58.0,4.47,4.49,2.72,723,54.591216
1.21,Premium,H,SI2,58.2,59.0,7.05,7.03,4.1,5082,203.20215
0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,720,52.061888
0.36,Ideal,H,VS2,61.4,57.0,4.59,4.63,2.83,587,60.142311
0.53,Ideal,G,VS1,61.6,55.7,5.21,5.24,3.22,1772,87.90728800000001
0.32,Ideal,E,VS1,61.9,56.0,4.41,4.38,2.72,972,52.538976000000005
0.45,Premium,I,SI1,60.3,59.0,4.99,4.93,2.99,941,73.556093
0.5,Premium,E,I1,61.8,60.0,5.18,5.03,3.14,840,81.813956
0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,844,49.756364
0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032,120.37603499999999
0.32,Premium,G,VS2,61.2,59.0,4.38,4.41,2.69,561,51.959502
0.52,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1689,84.013056
0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,802,49.871808
1.02,Ideal,F,VS1,61.0,56.0,6.52,6.49,3.97,8157,167.989756
0.42,Ideal,I,VVS2,61.2,57.0,4.83,4.87,2.97,1299,69.86063700000001
